caso,FILTRO_A,FILTRO_B,FILTRO_C,FILTRO_C2,NSE,NSE2,P1,P2,LIMAS,P3,P4,P5_1,P5_2,P5_3,P5_4,P5_5,P6_1,P6_2,P6_3,P6_4,P6_5,P7_1_1,P7_1_2,P7_1_3,P7_2_1,P7_2_2,P7_2_3,P7_2_4,P7_3_1,P7_3_2,P7_3_3,P7_3_4,P7_4_1,P7_4_2,P7_4_3,P7_5_1,P7_5_2,P7_5_3,P7_5_4,P7_6_1,P7_6_2,P7_6_3,P7_6_4,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P9,P10,P11,P12_1_1,P12_1_2,P12_2_1,P12_2_2,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P13_1,P13_2,P13_3,P13_4,P14_1,P14_2,P14_3,P14_4,P15_1,P15_2,P15_3,P15_4,P15_5,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P16_9,P16_10,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P18,NPS_Alkofarma,NPS_Jemfarma,NPS_Erza,NPS_Casa_Grande,NPS_Coderal,NPS_CKF,NPS_Boreal,NPS_Portugal,NPS_Sanakol,NPS_Purol,NPS_Don_Emilio,NPS_Hersil,NPS_Alessi,NPS_NR,P20,P21,P22_1,P23_1,P23_2,P23_3,P24_1_1,P24_1_2,P24_1_3,P24_1_4,P24_2_1,P24_2_2,P24_2_3,P24_2_4,P24_3_1,P24_3_2,P24_3_3,P24_3_4,P24_4_1,P24_4_2,P24_4_3,P24_4_4,P24_5_1,P24_5_2,P24_5_3,P24_5_4,P24_5_5,P24_6_1,P24_6_2,P24_6_3,P24_6_4,P24_7_1,P24_7_2,P24_7_3,P24_7_4,P24_7_5,P24_7_6,P24_8_1,P24_8_2,P24_8_3,P24_8_4,P24_9_1,P24_9_2,P24_9_3,P24_9_4,P24_10_1,P24_10_2,P24_10_3,P24_10_4,P24_11_1,P24_11_2,P24_11_3,P24_11_4,P24_11_5,P24_11_6,P24_12_1,P24_12_2,P24_12_3,P24_12_4,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P27_1,P27_2,P27_3,P27_4,P27_5,P27_6,P27_7,P27_8,P28_1,P28_2,P28_3,P28_4,P28_5,P28_6,P29_1,P29_2,P29_3,P29_4,P29_5,P29_6,P29_7,P29_8,P30_1,P30_2,P30_3,P30_4,P30_5,P30_6,P30_7,P30_8,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P32_1_1,P32_2_1,P32_3_1,P32_3_2,P32_4_1,P32_5_1,P32_6_1,P32_6_2,P32_7_1,P32_7_2,P32_7_3,P32_8_1,P32_NR,P33_1,P33_2,P33_3,P33_4,P33_5,P33_6,P33_7,P33_8,P33_NR,P34_1,P34_2,P34_3,P34_4,P34_5,P34_6,P34_7,P34_8,P34_NR,p159v1,vpond,VPOND1,VPOND2
187,2,1,48,5,5,C1,2,16,1,2,1,3, , , , ,2, , , , , , , ,1,2, , ,1,2, , , , , , , , , , , , , ,2,12, , , , ,7,2,3, , ,3, , , , , , ,12,2,5,9,8,4,1,6,1, , , , ,1,7,8, , , , , , , ,1,7,8, , , ,7,9, , , , , ,11,9, , , , , , ,8,7,16, , , ,1,5, , ,1,5, , ,1,5, , ,4, , , ,1, , , , ,1, , , ,1, , , , , ,1,5, , ,1, , , ,1,5, , ,5, , , , , ,1,3,5, ,1,1,7, , , ,4,7,8, , , , , ,4, , , , , , , , ,8, , ,7,5, , , ,4, , ,5,5,4,8, , , , , , , , ,2, , , , , , ,8, , , , ,0, , , ,0, , , , ,2, , , ,1, ,204,1,1.18347052,1.23076923
188,2,1,24,2,5,C1,2,32,2,2,1,1,2,3,5, ,1,2, , , ,1, , ,2, , , ,2, , , , , , ,6, , , , , , , ,1,2, , , , ,1,1,5, , , , ,3,5, , , ,9,11,3,5,13,2,1,8,17, , , , ,1,7,8,17, , , , , , ,7,8,17, , , ,8, , , , , , ,10,10, , , , , ,11,17,17,16, , , ,6, , , ,6, , , ,5,6, , ,5, , , ,10, , , , ,6, , , ,5,6, , , , ,6, , , ,6, , , ,6, , , ,1,5,6, , , ,6, , , ,1,2,3, , , ,4,5,7, , , , , ,5, , , , , , ,7, ,6,5, ,3, , , , ,5,5, ,3, ,3,5,6,7, , , , ,2, , ,2,2, ,63, , , , , , ,1000, ,1000,1000,380, , , , ,1, ,1,1,3, , ,207,1,1.29761447,1.11111111
189,2,1,41,4,3,B1,2,17,3,4,1,2,3, , , ,2, , , , , , , ,1, , , ,1,2, , , , , , , , , , , , , ,1,2,5,8, , ,7,2,4, , , , ,2,7, , , ,7,11,12,5,1,4,13,8,4,1,7, , ,4,7,1, , , , , , , ,1,4, , , , ,4,10, , ,9, , , , , , , , , ,9,1,4,16, , , ,7, , , ,7, , , ,7, , , ,7, , , ,7, , , , ,1,7, , ,7, , , , , ,7, , , ,1,7, , ,7, , , ,1,7, , , , ,7, , , ,1,1, , , , ,4, , , , , , , ,4, , , , , , , , ,8, , , , , , , ,3, , , , ,4, , , , , , , , , ,98, , , , , , , , , , , ,1000, , , , , , , , ,2, , , , , ,208,1,.89314552,.93333333
190,2,1,24,2,7,D,2,1,1,1,1,2,3, , , ,2, , , , , , , ,1,2,5, ,2,7, , , , , , , , , , , , , ,1,4,5, , , ,5,5,4, , , , ,2,3,11, , ,5,9,11,1,13,2,12,4,1,2,7, , ,1,2,4,7,12, , , , , ,1,2, , , , ,1,10,9, , , , , , , , , , , , ,2,1,16, , , ,1,2,5, ,1,2, , ,1,2,5, ,1,2,5, ,1,2,5, , ,1, , , ,1,5, , , , ,1, , , ,1, , , ,1,2,5, ,1,2,5, , , ,1, , , ,1,1, , , , ,3,5,7, , , , , ,3,5,7, , , , , ,7, ,7, ,7, , , ,5, ,4, ,3, ,3,5,7, , , , , ,2, , ,2, , ,101, , , , , , ,0, ,0, ,0, , , , ,1, ,1, ,1, , ,209,1,.77289029,.93333333
191,2,1,45,4,5,C1,1,35,3,1,1,3, , , , ,3, , , , , , , , , , , ,1,2,3, , , , , , , , , , , , ,2, , , , , ,2,2,4, , , , ,3,10, , , ,2,9,12,5,13,3,4,6,41,4, , , ,4,41, , , , , , , , ,4,41, , , , ,41, , , ,7, , , , , , , , , ,9,4,41,16, , , ,1,3, , ,9, , , ,1,3, , ,9, , , ,9, , , , ,1,7, , ,9, , , , , ,7, , , ,7, , , ,7, , , ,7, , , , , ,9, , , ,2, , , , , ,1,3,5,6,8, , , ,1,5, , , , ,5, ,5, ,6,4, ,6,5, ,5, ,4,6, ,6,5, , , , , , , , , , ,73, , , , , , , , , , , ,0, , , , , , , , ,1, , , , ,210,1,1.09246215,1.03703704
192,2,1,44,4,4,B2,2,36,1,2,1,1,2,3,5, ,1,2,3,5, ,1, , ,1,2, , ,3, , , , , , ,2, , , , , , , ,1,2,6, , , ,2,2,4, , , , ,9,20, , , ,5,7,3,9,2,8,13,4,17, , , , ,1,4,7,8,12,13,17, , , ,4,12,13,17, , ,17, , , ,8, , , , , , , ,9,9,10,4,17,16, , , ,7, , , ,7, , , ,6,7, , ,7, , , ,7, , , , ,7, , , ,7, , , , , ,7, , , ,7, , , ,7, , , ,7, , , , , ,7, , , ,1,1, , , , ,1,3,4,5,6,7, , ,1,4,5,7, , , , ,6,5,7,7,5, ,4, ,9,5,4,9,3, ,1,5,7, , , ,8, , , , ,98, , ,73, , , , ,50, , , ,1000, ,1000, , ,2, , , ,4, ,2, , ,211,1,.84784707,1.05555556
193,2,1,50,5,7,D,2,28,1,2,1,3, , , , ,2,5, , , , , , ,1,2,5, ,1,3, , , , , ,1,5, , , , , , ,1,2,3,4,5,6,1,5,5, , , , ,9,10, , , ,7,9,11,12,1,10,13,8,1, , , , ,1,2,3,4,8,12, , , , ,1,3,4,12, , ,12,10, ,10,9, , , , , , , ,11, , ,1,1,16, , , ,1,3,6, ,1,3,6, ,1,2,3, ,1,2,3,6,1,2,3,5,6,1,2,3,6,1,2,3,6, , ,1,2,3,6,1,3,6, ,1,2,3,6,1,3,6, , , ,1,3,6, ,1,1, , , , ,1,2,3,4,5,6,8, ,2,3,4,5,6,8,7,6,6,8,8,6, ,5,7,8,6,6,3,6, ,7,5,6,8, , , , , , , , ,2,2,91, , , ,9, , , , , ,1000,120, ,250, , , , , ,1,1, ,1, ,212,1,.77289029,.93333333
194,2,1,49,5,4,B2,1,15,1,2,1,1,2,3,5, ,2, , , , ,1, , ,1, , , ,7, , , , , , ,1,5,6, , , , , ,1,2, , , , ,2,2,4, , , , ,2,5,6, , ,7,11,2,5,8,13,1,6,1, , , , ,1,7,10,12, , , , , , ,1,10,12, , , ,1,10, , , , , , , , ,9, ,9, , ,12,1,16, , , ,1, , , ,1, , , ,1,2, , ,1, , , ,1, , , , ,1, , , ,1, , , , , ,1, , , ,1,2, , ,1, , , ,1, , , , , ,1,6, , ,1,1, , , , ,4,5,7, , , , , ,4,5, , , , , , , ,6,6, ,8, , , , ,3,3, ,4, ,4,5,7, , , , , , , ,2,99, , ,128, , , , , , , ,1000,1000, ,500, , , , , ,1,1, ,1, , ,213,1,.84784707,1.05555556
195,2,1,31,3,7,D,1,28,1,2,1,2,3,5, , ,2,5, , , , , , ,1,2, , ,1,2,3, , , , ,1,8, , , , , , ,1,3,5, , , ,1,1,3, , ,6, , , , , , ,7,9,8,5,3,1,6,12,4,1,2,3, ,1,2,3,4,8,12, , , , ,2,3,8,12, , ,2, ,10,10, , , , ,9, , , ,8, , ,1,1,16, , , ,1,2,3,6,1,2,6, ,1,2,3,6,1,2,6, ,1,3,6, , ,1,2,3,6,1,2,3,6, , ,1,2,6, ,1,6, , ,1,2,3,6,1,2,3,6, , ,1,2,3,6,1,1,14,18,1, ,1,2,3,4,5,6,7,8,3,4,5,7,8, ,8,8,6,8,8,2,8,8,8,8,5,5,6,6,8,8,4,5,6,8, , , , , , ,2,2,2, , , , ,9, , , , ,500,1000,120, ,250, , , , ,1,2,1, ,1, ,214,1,.77289029,.93333333
196,2,1,39,4,7,D,2,32,2,3,1,3,4,5, , ,5, , , , , , , , , , , ,2, , , ,2, , ,1,5, , , , , , ,2, , , , , ,2,2,4, , , , ,5,11, , , ,9,10,6,4,13,1,8,11,1, , , , ,1,7,8, , , , , , , ,1,8, , , , ,1,7, , , , , , ,7, , , , , , ,12,1,16, , , ,1,6, , ,9, , , ,1, , , ,1, , , ,1, , , , ,1, , , ,6, , , , , ,1,6, , ,1,6, , ,1,6, , ,1,6, , , , ,1,6, , ,1,1, , , , ,5,7, , , , , , ,5, , , , , , , , , ,5, ,6, , , , , ,3, ,5, ,5,7, , , , , , , , , ,2, , ,129, , , , , , , , ,1000, ,0, , , , , , ,4, ,1, , ,215,1,.94332407,.95454545
197,2,1,40,4,5,C1,2,12,3,2,1,2,3,4, , ,3,5, , , , , , ,1,2, , ,1,2,3, ,1, , ,1,2, , , , , , ,1,12, , , , ,1,1,4, , , , ,1,2,5, , ,2,5,9,10,7,1,8,13,7, , , , ,8,10,12,7, , , , , , ,7,8,10,12, , ,10, , , , , , ,9,9, ,7, ,9, , ,12,10,16, , , ,6, , , ,6, , , ,6, , , ,6, , , ,6, , , , ,10, , , ,5,6, , , , ,6, , , ,8, , , ,6, , , ,5,6, , , , ,9, , , ,2, , , , , ,2,5,7, , , , , ,5, , , , , , ,5, , ,5, ,8, , ,6, , ,4, ,3, ,5,7, , , , , , , , , ,69, , ,111, , , , , , , , ,0, ,0, , , , , , ,1, ,1, , ,216,1,1.09246215,1.03703704
198,2,1,43,4,5,C1,1,8,4,1,1,2,5, , , ,2,5, , , , , , ,1,2, , , , , , , , , ,1,2,3, , , , , ,1,6, , , , ,1,1,4, , , , ,9,10, , , ,9,3,6,10,13,1,8,4,16, , , , ,4,6,7,9,11, , , , , ,4,11, , , , ,4, , , ,11, , , , , , ,7, , , ,6,4,9,9, , ,4,5, , ,1,4, , ,1,4, , ,1,4, , ,1, , , , ,4, , , ,4, , , , , ,1,5, , ,1, , , ,1, , , ,1, , , , , ,1, , , ,1,1, , , , ,3,4,6,7,8, , , ,4,7, , , , , , ,5,5, ,5,8,5, , ,3,2, ,3,2,3,5,7, , , , , , , , , ,99, , ,102, , , , , , , , ,0, ,0, , , , , , ,1, ,1, , ,217,1,1.28649606,1.12
199,2,1,35,3,4,B2,1,10,3,2,1,1,3, , , ,2, , , , ,1,7, ,1,2, , ,3,7, , , , , , , , , , , , , ,1,2,6, , , ,2,2,4, , , , ,3, , , , ,7,10,5,6,2,8,1,4,4,1, , , ,1,4,6,13, , , , , , ,1,4,6, , , ,4,11, , ,11, ,11, , , , , , , , ,6,4,16, , , ,8, , , ,1,4, , ,1, , , ,7,8, , ,8, , , , ,1,4, , ,10, , , , , ,9, , , ,1,4, , ,1,4, , ,1, , , , , ,1,4, , ,1,4,3,11, , ,2,3,4,5,7, , , ,4,5,7, , , , ,8,8,9,8, ,8, , ,8,8,5,5, ,4, ,2,4,5,7, , , ,18, , ,16,19, , ,125, , , , , ,0, ,0,120, ,0, , , ,1, ,1 botella,3 botella, ,3 botella, , ,218,1,.89314552,.93333333
200,2,1,44,4,3,B1,1,1,1,2,1,2,3,5, , ,2, , , , , , , ,1, , , ,1,7, , , , , ,5, , , , , , , ,1,2, , , , ,1,2,4, , , , ,7, , , , ,5,7,10,12,1,2,4,6,16, , , , ,10, , , , , , , , , ,10, , , , , ,10, , , , , , , , , ,11, , , , ,12,10,16, , , ,9, , , ,8, , , ,9, , , ,9, , , ,8, , , , ,9, , , ,9, , , , , ,10, , , ,9, , , ,8, , , ,9, , , , , ,8, , , ,2, , , , , ,1,2,5, , , , , ,5, , , , , ,5,7, , ,7, , , ,3,3, , ,3, , , ,2,5, , , , , ,2, , , ,37, , , , , , , , ,120, , ,500, , , , , ,1, , ,1, , , , ,219,1,.84784707,1.05555556
201,2,1,38,4,4,B2,1,10,3,2,1,1,5, , , ,2,4, , , ,1,2, ,1,6, , , , , , ,1, , ,5,6, , , , , , ,2,6, , , , ,6,2,2,1,2, , , , , , , ,7,12,11,3,6,4,1,13,16, , , , ,4,6,12,43, , , , , , ,43, , , , , ,43, , , , , , , , , , , , , ,3,4,4,16, , , ,9, , , ,7, , , ,4,7, , ,9, , , ,9, , , , ,7, , , ,7, , , , , ,10, , , ,7, , , ,7, , , ,7, , , , , ,7, , , ,2, , , , , ,3,4,5,7, , , , ,4,7, , , , , , ,7,10,7, ,8, , , ,7,10,6, ,9, ,3,4,5,7, , , , ,16, ,2,98, , ,112, , , , , , ,0,0,1000, ,0, , , , ,1,1,2, ,1, , ,220,1,.89314552,.93333333
202,2,1,41,4,5,C1,2,46,5,5,1,2,3, , , ,2, , , , , , , ,1, , , ,1,2, , , , , , , , , , , , , ,1,3, , , , ,1,1,4, , , , ,5,7, , , ,7,9,11,10,2,5,8,13,16, , , , ,8,10, , , , , , , , ,10, , , , , ,10, , , , , , , , , ,10, , , , ,8,10,16, , , ,6, , , ,6, , , ,6, , , ,8, , , ,9, , , , ,6, , , ,6, , , , , ,6, , , ,8, , , ,8, , , ,8, , , , , ,8, , , ,1,1, , , , ,5, , , , , , , ,5, , , , , , , , , ,9, , , , , , , ,3, , , ,5, , , , , , , , , , ,37, , , , , , , , , , , ,120, , , , , , , , ,1, , , , ,221,1,1.0297724,1
203,2,1,25,3,3,B1,1,37,2,1,1,2,3,5, , ,2, , , , , , , ,1, , , ,2,3, , , , , ,2, , , , , , , ,1,2, , , , ,2,2,5, , , , ,2, , , , ,1,9,10,11,6,5,3,2,4, , , , ,1,4, , , , , , , , ,1,4, , , , ,4,9, , ,11, , , , , , , , , , ,1,4,16, , , ,7, , , ,1,7, , ,7, , , ,7, , , ,10, , , , ,7, , , ,7, , , , , ,7, , , ,7, , , ,7, , , ,7, , , , , ,7, , , ,1,1, , , , ,5, , , , , , , ,5, , , , , , , , , ,7, , , , , , , ,3, , , ,5, , , , , , , , , , ,25, , , , , , , , , , , ,900, , , , , , , , ,2, , , , ,222,1,.81815058,.71428571
204,2,1,25,3,5,C1,2,32,2,1,1,2,3,5, , ,5, , , , , , , ,2, , , ,7, , , , , , ,2,5, , , , , , ,3, , , , , ,3,3,4, , , , ,2,5, , , ,11,8,10,5,4,6,13,12,1,4, , , ,1,4,12, , , , , , , ,1,4, , , , ,4,11, , ,11, , , , , , , , , , ,1,1,12,4,7,10,1,6,7, ,1,7, , ,1, , , ,7, , , ,7, , , , ,1,7, , ,5,6,7, , , ,1,7, , ,1,7, , ,1,7, , ,7, , , , , ,1,6, , ,1,1, , , , ,5,7, , , , , , ,5,7, , , , , , , , ,9, ,9, , , , , ,4, ,4, ,5,7, , , , , , , , , ,25, , ,59, , , , , , , , ,900, ,360, , , , , , ,1, ,1, , ,223,1,1.29761447,1.11111111
205,2,1,40,4,5,C1,1,35,3,2,1,1,2,5, , ,2, , , , ,1, , ,2,14, , , , , , , , , ,6, , , , , , , ,1,5, , , , ,1,1,4, , , , ,3,9, , , ,9,1,5,12,2,6,8,13,1,17, , , ,1,17, , , , , , , , ,1,17, , , , ,1,9, , , , , , , , , , , , ,9,17,1,16, , , ,1, , , ,1, , , ,1, , , ,1, , , ,1, , , , ,1, , , ,1, , , , , ,1, , , ,1,7, , ,1,7, , ,1,7, , , , ,1, , , ,1,4,3, , , ,1,5,7, , , , , ,5,7, , , , ,3, , , ,5, ,5, ,3, , , ,3, ,3, ,1,5, , , , ,2, , , , ,2, , , , , , , ,0, , , ,0, , , , ,2, , , ,2, , , , ,224,1,1.09246215,1.03703704
206,2,1,51,5,1,A1,1,36,1,1,1,2,3,5, , ,2, , , , , , , ,1,2, , ,2, , , , , , ,2, , , , , , , ,2, , , , , ,2,2,4, , , , ,2, , , , ,12,3,5,7,4,1,13,2,1,4, , , ,1,4,7, , , , , , , ,1,4, , , , ,1,11, , ,6, , , , , , , , , , ,12,1,16, , , ,5, , , ,1,4,6, ,7, , , ,1, , , ,9, , , , ,1,4,6, ,4,5,6, , , ,1, , , ,1, , , ,1,4,5,6,1,4,5,6, , ,4,6, , ,1,1, , , , ,1,3,4,5,7, , , ,4, , , , , ,5, ,6,6,10, ,9, ,5, ,6,3,6, ,5, ,1,3,4,7, , ,80, ,2, ,2, , , ,62, , , , ,100, ,120,1000, , ,350, , ,1, ,1,3, , ,1, , ,225,1,.71410697,.86666667
207,2,1,25,3,4,B2,1,21,1,2,1,1,2,3,5, ,1,2,3,5, ,1, , ,1, , , ,1,3, , , , , ,1,2,5, , , , , ,2,4, , , , ,2,4,4, , , , ,9, , , , ,3,7,5,1,9,8,4,2,16, , , , ,1,4,13, , , , , , , ,1,4,13, , , ,1,10, , ,8, , , , , , , , ,10, ,13,1,16, , , ,1, , , ,9, , , ,10, , , ,1, , , ,7, , , , ,1, , , ,7, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,7, , , ,1,1,3, , , ,1,4,5,7, , , , ,4,5,7, , , ,5, , ,5,3, ,5, ,2, , ,3,3, ,3, ,5,7, , , , , , , , , ,2, , ,55, , , , , , , , ,1000, ,1000, , , , , , ,2, ,1, , ,226,1,.84784707,1.05555556
208,2,1,45,4,3,B1,1,37,2,1,1,2,3, , , ,2, , , , , , , ,1, , , ,2,3, , , , , , , , , , , , , ,1,2,5, , , ,2,2,5, , , , ,6,9, , , ,9,1,2,10,6,3,12,13,50, , , , ,1,4,7,8,50, , , , , ,4,50, , , , ,31, , , ,10, , , , , , , , , ,11,4,50,16, , , ,7, , , ,7, , , ,7, , , ,7, , , ,7, , , , ,7, , , ,9, , , , , ,7, , , ,7, , , ,7, , , ,7, , , , , ,7, , , ,1,1, , , , ,5, , , , , , , ,5, , , , , , , , , ,6, , , , , , , ,3, , , ,5, , , , , , , , , , ,20, , , , , , , , , , , ,1000, , , , , , , , ,3, , , , ,227,1,.81815058,.71428571
209,2,1,21,2,7,D,1,20,1,2,1,3, , , , ,2,5, , , , , , ,1,5, , ,7, , , , , , ,2,5, , , , , , ,1,8, , , , ,1,1,5, , , , ,2,20, , , ,11,4,12,1,5,2,9,6,1, , , , ,1,7,12, , , , , , , ,1,7,12, , , ,1,10, , , , , ,8, , , , ,9, , ,7,1,16, , , ,5, , , ,1,5, , ,1, , , ,1,2,5, ,5,6, , , ,1,5, , ,1,5, , , , ,1,3,4, ,1,5, , ,1,2, , ,1,2,5, , , ,8, , , ,1,1,3, , , ,5,7, , , , , , ,5,7, , , , , , , , ,5, ,5, , , , , ,3, ,3, ,5,7, , , , , , , , , ,2, , ,24, , , , , , , , ,0, ,0, , , , , , ,1, ,1, , ,228,1,.77289029,.93333333
210,2,1,26,3,3,B1,1,37,2,2,1,2,3,5, , ,2,5, , , , , , ,1, , , ,2,3, , , , , ,2, , , , , , , ,1,2,4, , , ,2,2,4, , , , ,2,12, , , ,10,5,7,9,6,2,8,4,4, , , , ,4, , , , , , , , , ,4, , , , , ,4, , , ,11, , , , , , , , , , ,14,4,16, , , ,7, , , ,7, , , ,8, , , ,7, , , ,7, , , , ,7, , , ,7, , , , , ,7, , , ,7, , , ,7, , , ,8, , , , , ,7, , , ,2, , , , , ,5, , , , , , , ,5, , , , , , , , , ,7, , , , , , , ,3, , , ,5, , , , , , , , , , ,25, , , , , , , , , , , ,900, , , , , , , , ,2, , , , ,229,1,.81815058,.71428571
211,2,1,60,6,2,A2,2,30,1,3,1,1,2,3,5, ,1,2,3,5, ,1, , ,1, , , ,1,3, , , , , ,2, , , , , , , ,2,5, , , , ,2,2,4, , , , ,3, , , , ,9,7,12,1,3,4,6,13,1,31, , , ,1,7,8,31, , , , , , ,1,7,8,31, , ,1,11, , , , , ,8,9, , , , , ,9,31,1,16, , , ,1, , , ,1, , , ,1,6, , ,1, , , ,1, , , , ,1,5,6, ,6, , , , , ,1, , , ,1, , , ,1, , , ,1,6, , , , ,1,6, , ,1,1, , , , ,1,3,5,7,8, , , ,1,5,7, , , ,5, ,5, ,6, ,9,9,5, ,5, ,3, ,3,9,1,3,5,7,8, ,2, ,2, , ,2, , ,5, , ,8, ,100, ,120, ,1000, ,100,250, ,2, ,1, ,1, ,2,3, ,230,1,.71410697,.86666667
212,2,1,43,4,3,B1,1,17,3,1,1,1,2,5, , ,2, , , , ,1, , ,1, , , , , , , , , , ,2, , , , , , , ,1,2, , , , ,1,2,5, , , , ,3,13, , , ,2,7,1,9,3,6,4,8,4, , , , ,4, , , , , , , , , ,4, , , , , ,4, , , ,9, , , , , , , , , , ,14,16,16, , , ,7, , , ,7, , , ,7, , , ,7, , , ,10, , , , ,7, , , ,7, , , , , ,7, , , ,7, , , ,7, , , ,7, , , , , ,7, , , ,2, , , , , ,7, , , , , , , ,7, , , , , , , , , , , ,7, , , , , , , ,3, ,7, , , , , , , , , , , , , ,54, , , , , , , , , , ,1000, , , , , , , , ,2, , ,231,1,.89314552,.93333333
213,2,1,37,4,3,B1,2,20,1,2,1,2,3,5, , ,2, , , , , , , ,1, , , ,1,2, , , , , ,2,6, , , , , , ,2, , , , , ,2,2,4, , , , ,25, , , , ,3,1,2,11,6,13,5,4,31,4, , , ,1,4,8,31, , , , , , ,1,4,8, , , ,1,11, , ,10, , , ,11, , , , , , ,31,31,16, , , ,1, , , ,1, , , ,1,6, , ,1, , , ,9, , , , ,1, , , ,1, , , , , ,1, , , ,1, , , ,1,7, , ,1, , , , , ,1, , , ,1,1,14,20,22,24,1,5,8, , , , , ,5, , , , , ,5, , , ,9, , ,9,5, , , ,5, , ,9,5, , , , , , , , , , ,25, , , , , , , , , , , ,900, , , , , , , , ,1, , , , ,232,1,.84784707,1.05555556
214,2,1,54,5,7,D,2,35,3,2,1,3, , , , ,3, , , , , , , , , , , ,1,2,3, , , , , , , , , , , , ,1, , , , , ,1,1,5, , , , ,6,22, , , ,11,8,9,12,13,4,2,6,43,50, , , ,1,50,43, , , , , , , ,43,50, , , , ,16, , , , , , , , , , , , , ,11, ,16,16, , , ,7, , , ,7, , , ,7, , , ,7, , , ,7, , , , ,7, , , ,7, , , , , ,7, , , ,7, , , ,7, , , ,7, , , , , ,7, , , ,1,1, , , , ,5, , , , , , , ,5, , , , , , , , , ,7, , , , , , , ,3, , , ,5, , , , , , , , , , ,98, , , , , , , , , , , ,1000120, , , , , , , , ,11, , , , ,233,1,.84059992,.86363636
215,2,1,54,5,2,A2,2,36,1,3,1,2,3, , , ,2,3, , , , , , ,1,2, , ,1,2, , , , , , , , , , , , , ,2, , , , , ,2,2,4, , , , ,3,9, , , ,7,9,11,10,1,8,13,4,16, , , , ,1,8, , , , , , , , ,1, , , , , ,16,9, , , , , , , , , , , , , , ,16,16, , , ,1, , , ,1, , , ,1, , , ,1, , , ,10, , , , ,1,7, , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,1, , , ,1,1, , , , ,5, , , , , , , ,5, , , , , , ,8, ,6,6, , , , , , ,4,4, , , ,5,7, , , , , , , , , ,98, , ,106, , , , , , , , ,1000, ,1000, , , , , , ,2, ,1, , ,234,1,.71410697,.86666667
216,2,1,20,2,5,C1,1,17,3,2,1,2,3, , , ,2, , , , , , , ,1,2, , ,1,2,3, , , , , , , , , , , , ,1,4,6, , , ,1,1,4, , , , ,3,10, , , ,9,12,8,7,1,2,13,5,1,22, , , ,1,4,8,22, , , , , , ,1,4, , , , ,1,11, , ,7, , , , , , , , , , ,4,3,8,5, , ,1, , , ,1, , , ,1,6, , ,8, , , ,10, , , , ,1, , , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1,6, , , , ,1,6, , ,1,1, , , , ,3,4,5, , , , , ,4,5, , , , , , ,3,3,7, , , , , ,9,7,3, , , ,3,4,5, , , , , ,14, ,2,73, , , , , , , , , ,250,500,1100, , , , , , ,2,3,3, , , , ,235,1,1.09246215,1.03703704
217,2,1,44,4,4,B2,1,32,2,7,1,2,3,5, , ,2, , , , , , , ,1, , , ,1,2,5, , , , ,1,5, , , , , , ,2, , , , , ,2,2,4, , , , ,1, , , , ,5,4,9,3,6,8,12,1,16, , , , ,4,8,12, , , , , , , ,4,12, , , , ,14, , , ,8, , , , , , , ,10, , ,18,16,16, , , ,8, , , ,9, , , ,6, , , ,6, , , ,9, , , , ,9, , , ,6, , , , , ,9, , , ,6, , , ,9, , , ,6, , , , , ,6, , , ,2, , , , , ,1,5,7, , , , , ,5, , , , , ,8, , , ,8, ,9, ,5, , , ,5, ,5, ,1,5,7, , , ,81, , , , ,98, , ,112, , , , ,100, , , ,1000, ,1000, , ,1, , , ,2, ,1, , ,236,1,.81815058,.71428571
218,2,1,47,5,4,B2,1,1,1,2,1,2,3,5, , ,2,3,5, , , , , ,1,2, , ,1,2, , , , , ,1,2,5, , , , , ,1,2,9, , , ,7,7,5, , , , ,2,6,9, , ,5,7,9,11,4,6,3,8,1, , , , ,1,12, , , , , , , , ,1, , , , , ,1,8, , , , , , , , , , , , , ,12,1,16, , , ,1, , , ,1, , , ,1, , , ,1, , , ,1, , , , ,1, , , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,1, , , ,1,1, , , , ,1,4, , , , , , ,4, , , , , ,7, , ,6, , , , ,7, , ,6, , , , ,1,4, , , , ,3, , , ,2, , , , , , , , ,100, , ,0, , , , , ,1, , ,2, , , , , ,237,1,.84784707,1.05555556
